code,name,prev_shares,curr_shares,shares_delta,prev_weight,curr_weight,weight_delta,status
2455,全新,2753000,2753000,0,2.53,2.73,0.20000000000000018,WEIGHT_CHANGE
3008,大立光,343000,343000,0,4.45,4.63,0.17999999999999972,WEIGHT_CHANGE
8996,高力,1630000,1630000,0,4.49,4.67,0.17999999999999972,WEIGHT_CHANGE
3017,奇鋐,1001000,1001000,0,6.88,6.97,0.08999999999999986,WEIGHT_CHANGE
1303,南亞,5445000,5445000,0,2.36,2.42,0.06000000000000005,WEIGHT_CHANGE
2383,台光電,465000,465000,0,6.08,6.14,0.05999999999999961,WEIGHT_CHANGE
8021,尖點,2682000,2682000,0,2.51,2.56,0.050000000000000266,WEIGHT_CHANGE
3189,景碩,844013,844013,0,1.61,1.66,0.04999999999999982,WEIGHT_CHANGE
3443,創意,164000,164000,0,2.12,2.16,0.040000000000000036,WEIGHT_CHANGE
6213,聯茂,373000,373000,0,0.43,0.47,0.03999999999999998,WEIGHT_CHANGE
3661,世芯-KY,215000,215000,0,1.93,1.96,0.030000000000000027,WEIGHT_CHANGE
3081,聯亞,63000,63000,0,0.42,0.44,0.020000000000000018,WEIGHT_CHANGE
6187,萬潤,134000,134000,0,0.39,0.4,0.010000000000000009,WEIGHT_CHANGE
2357,華碩,196000,196000,0,0.44,0.43,-0.010000000000000009,WEIGHT_CHANGE
2404,漢唐,155000,155000,0,0.4,0.39,-0.010000000000000009,WEIGHT_CHANGE
3026,禾伸堂,261000,261000,0,0.4,0.39,-0.010000000000000009,WEIGHT_CHANGE
5347,世界,629000,629000,0,0.23,0.22,-0.010000000000000009,WEIGHT_CHANGE
6139,亞翔,250000,250000,0,0.46,0.45,-0.010000000000000009,WEIGHT_CHANGE
3231,緯創,7245000,7245000,0,3.06,3.05,-0.010000000000000231,WEIGHT_CHANGE
1815,富喬,10877000,10877000,0,2.82,2.8,-0.020000000000000018,WEIGHT_CHANGE
3711,日月光投控,716000,716000,0,1.02,1.0,-0.020000000000000018,WEIGHT_CHANGE
5289,宜鼎,98000,98000,0,0.37,0.35,-0.020000000000000018,WEIGHT_CHANGE
6584,南俊國際,2231000,2231000,0,3.15,3.13,-0.020000000000000018,WEIGHT_CHANGE
2360,致茂,76000,76000,0,0.38,0.35,-0.030000000000000027,WEIGHT_CHANGE
3665,貿聯-KY,1161000,1161000,0,5.73,5.69,-0.040000000000000036,WEIGHT_CHANGE
6223,旺矽,268000,268000,0,3.59,3.54,-0.04999999999999982,WEIGHT_CHANGE
2454,聯發科,266000,266000,0,2.41,2.35,-0.06000000000000005,WEIGHT_CHANGE
2330,台積電,1306000,1306000,0,7.47,7.4,-0.0699999999999994,WEIGHT_CHANGE
2308,台達電,632000,632000,0,2.64,2.55,-0.0900000000000003,WEIGHT_CHANGE
2345,智邦,1074000,1074000,0,5.35,5.15,-0.1999999999999993,WEIGHT_CHANGE
2059,川湖,260000,260000,0,9.02,8.77,-0.25,WEIGHT_CHANGE
2301,光寶科,659000,659000,0,0.46,0.46,0.0,SAME
2376,技嘉,508000,508000,0,0.42,0.42,0.0,SAME
3037,欣興,2482000,2482000,0,6.42,6.42,0.0,SAME
3653,健策,33000,33000,0,0.41,0.41,0.0,SAME
4958,臻鼎-KY,1000000,1000000,0,1.05,1.05,0.0,SAME
5274,信驊,11000,11000,0,0.4,0.4,0.0,SAME
6274,台燿,113000,113000,0,0.4,0.4,0.0,SAME
6669,緯穎,77000,77000,0,1.17,1.17,0.0,SAME
8046,南電,300000,300000,0,0.82,0.82,0.0,SAME
8150,南茂,1957000,1957000,0,0.41,0.4,-0.009999999999999953,SAME
