code,name,shares,weight
2330,台積電,1406000,8.12
2383,台光電,563000,7.13
2059,川湖,293000,5.78
2345,智邦,977000,5.77
3017,奇鋐,1009000,5.67
6223,旺矽,326000,5.52
8996,高力,1630000,4.79
2327,國巨*,2066000,4.45
3037,欣興,2097000,4.39
3665,貿聯-KY,955000,4.26
3008,大立光,420000,3.97
2454,聯發科,406000,3.81
6584,南俊國際,2231000,3.54
3443,創意,311000,3.23
6187,萬潤,1220000,3.06
3711,日月光投控,1629000,2.64
2303,聯電,7000000,2.61
8299,群聯,445000,2.36
6515,穎崴,120000,2.23
2455,全新,2753000,2.18
3661,世芯-KY,215000,2.16
8021,尖點,1501000,1.87
6182,合晶,4500000,1.86
6488,環球晶,394000,1.27
7751,竑騰,372000,1.15
3583,辛耘,566000,1.11
3189,景碩,440013,0.84
6139,亞翔,250000,0.52
2337,旺宏,1343000,0.46
3363,上詮,300000,0.44
6805,富世達,109000,0.38
7734,印能科技,56000,0.38
5289,宜鼎,98000,0.36
3260,威剛,358000,0.35
3264,欣銓,72000,0.04
3491,昇達科,1000,0.0
